"obs" "date_surv" "gen" "date_birth" "region" "occup" "income" "single" "use" "intens"
2071 2016-11-04 "m" 1989-04-27 "East" "blue collar" 1754 1 1 3
2072 2016-12-03 "f" 1982-06-03 "Bangkok" "blue collar" 534 1 0 0
2073 2016-12-10 "m" 1993-04-06 "NorthEast" "blue collar" 255 1 1 7
2074 2016-12-07 "f" 2000-02-29 "Central" "blue collar" 3146 1 1 5
2075 2016-11-25 "f" 1992-04-11 "South" "white collar" 6248 0 0 0
2076 2016-11-28 "m" 1993-04-06 "East" "univ" 0 0 1 3
2077 2016-11-06 "m" 1998-03-11 "Bangkok" "blue collar" 1357 1 1 3
2078 2016-11-22 "f" 1989-04-27 "NorthEast" "unempl" 0 1 0 0
2079 2016-11-05 "m" 1985-05-18 "Bangkok" "unempl" 0 1 0 0
2080 2016-11-06 "f" 1981-06-08 "Bangkok" "blue collar" 2086 1 1 3
2081 2016-11-06 "m" 1989-04-27 "Bangkok" "blue collar" 721 0 1 1
2082 2016-10-30 "m" 2006-01-28 "East" "school" 0 1 1 3
2083 2016-11-12 "f" 1986-05-13 "South" "blue collar" 2133 1 1 8
2084 2016-11-30 "m" 1969-08-10 "Bangkok" "white collar" 11198 0 0 0
2085 2016-11-07 "f" 2008-01-18 "Bangkok" "school" 0 0 0 0
2086 2016-10-31 "f" 1998-03-11 "NorthEast" "blue collar" 1418 1 0 0
2087 2016-11-09 "f" 1987-05-08 "Bangkok" "blue collar" 227 0 0 0
2088 2016-11-22 "f" 1990-04-22 "Bangkok" "white collar" 2117 1 1 3
2089 2016-12-09 "f" 1996-03-21 "NorthEast" "blue collar" 1137 1 1 6
2090 2016-11-05 "f" 2006-01-28 "NorthEast" "school" 0 1 0 0
2091 2016-11-17 "m" 2001-02-23 "NorthEast" "school" 0 1 0 0
2092 2016-12-04 "m" 1996-03-21 "Bangkok" "blue collar" 2057 1 0 0
2093 2016-11-30 "m" 1983-05-29 "Bangkok" "unempl" 0 1 1 7
2094 2016-11-30 "f" 1990-04-22 "NorthEast" "white collar" 4281 1 0 0
2095 2016-11-26 "f" 1993-04-06 "East" "univ" 0 1 1 3
2096 2016-11-15 "m" 1988-05-02 "East" "blue collar" 1879 1 1 2
2097 2016-12-01 "m" 1984-05-23 "NorthEast" "blue collar" 520 1 0 0
2098 2016-11-12 "m" 1991-04-17 "East" "blue collar" 322 1 0 0
2099 2016-11-16 "f" 1996-03-21 "North" "blue collar" 852 1 0 0
2100 2016-11-22 "m" 1988-05-02 "NorthEast" "white collar" 812 1 0 0
2101 2016-12-10 "f" 2005-02-02 "North" "school" 0 1 1 2
2102 2016-11-03 "m" 2002-02-18 "Bangkok" "school" 0 1 0 0
2103 2016-11-22 "f" 1969-08-10 "Bangkok" "blue collar" 853 0 0 0
2104 2016-11-12 "f" 1992-04-11 "East" "white collar" 6051 1 0 0
2105 2016-12-03 "f" 1988-05-02 "NorthEast" "blue collar" 1585 1 0 0
2106 2016-11-08 "m" 1991-04-17 "NorthEast" "blue collar" 1471 0 0 0
2107 2016-11-24 "m" 1999-03-06 "Bangkok" "blue collar" 1743 1 0 0
2108 2016-12-08 "f" 1996-03-21 "NorthEast" "univ" 0 0 0 0
2109 2016-11-23 "f" 1981-06-08 "Bangkok" "unempl" 0 1 0 0
2110 2016-11-11 "m" 1985-05-18 "Central" "white collar" 919 1 1 4
2111 2016-11-27 "m" 1990-04-22 "Bangkok" "blue collar" 1533 1 0 0
2112 2016-11-19 "m" 1984-05-23 "South" "blue collar" 1363 1 0 0
2113 2016-11-18 "m" 2007-01-23 "NorthEast" "school" 0 1 0 0
2114 2016-11-17 "m" 1982-06-03 "NorthEast" "blue collar" 1911 1 0 0
